from	to	relation
ОБХОДИТЕЛЬНОСТЬ	ВЕЖЛИВОСТЬ	ВЫШЕ
ОБХОДИТЕЛЬНОЕ ОТНОШЕНИЕ	ДОБРОЖЕЛАТЕЛЬНОЕ ОТНОШЕНИЕ	ВЫШЕ
ОБХОДИТЕЛЬНОСТЬ	ДОБРОЖЕЛАТЕЛЬНОЕ ОТНОШЕНИЕ	ВЫШЕ
ОБХОДИТЕЛЬНОСТЬ	ДОБРОЖЕЛАТЕЛЬНОЕ ОТНОШЕНИЕ	ВЫШЕ
ОБХОДИТЕЛЬНОЕ ОТНОШЕНИЕ	ГАЛАНТНОСТЬ	НИЖЕ
ОБХОДИТЕЛЬНОСТЬ	ГАЛАНТНОСТЬ	НИЖЕ
ОБХОДИТЕЛЬНОСТЬ	ГАЛАНТНОСТЬ	НИЖЕ
ОБХОДИТЕЛЬНОЕ ОТНОШЕНИЕ	ЛЮБЕЗНОСТЬ (ОБХОДИТЕЛЬНОСТЬ)	НИЖЕ
ОБХОДИТЕЛЬНОСТЬ	ЛЮБЕЗНОСТЬ (ОБХОДИТЕЛЬНОСТЬ)	НИЖЕ
ОБХОДИТЕЛЬНОСТЬ	ЛЮБЕЗНОСТЬ (ОБХОДИТЕЛЬНОСТЬ)	НИЖЕ
ОБХОДИТЕЛЬНОЕ ОТНОШЕНИЕ	ПРИВЕТЛИВОСТЬ	НИЖЕ
ОБХОДИТЕЛЬНОСТЬ	ПРИВЕТЛИВОСТЬ	НИЖЕ
ОБХОДИТЕЛЬНОСТЬ	ПРИВЕТЛИВОСТЬ	НИЖЕ
ОБХОДИТЕЛЬНОЕ ОТНОШЕНИЕ	РАДУШНОСТЬ	НИЖЕ
ОБХОДИТЕЛЬНОСТЬ	РАДУШНОСТЬ	НИЖЕ
ОБХОДИТЕЛЬНОСТЬ	РАДУШНОСТЬ	НИЖЕ
ВЕЖЛИВОСТЬ	ОБХОДИТЕЛЬНОЕ ОТНОШЕНИЕ	НИЖЕ
ВЕЖЛИВОСТЬ	ОБХОДИТЕЛЬНОСТЬ	НИЖЕ
ВЕЖЛИВОСТЬ	ОБХОДИТЕЛЬНОСТЬ	НИЖЕ
ДОБРОЖЕЛАТЕЛЬНОЕ ОТНОШЕНИЕ	ОБХОДИТЕЛЬНОЕ ОТНОШЕНИЕ	НИЖЕ
ДОБРОЖЕЛАТЕЛЬНОЕ ОТНОШЕНИЕ	ОБХОДИТЕЛЬНОСТЬ	НИЖЕ
ДОБРОЖЕЛАТЕЛЬНОЕ ОТНОШЕНИЕ	ОБХОДИТЕЛЬНОСТЬ	НИЖЕ
ГАЛАНТНОСТЬ	ОБХОДИТЕЛЬНОЕ ОТНОШЕНИЕ	ВЫШЕ
ГАЛАНТНОСТЬ	ОБХОДИТЕЛЬНОСТЬ	ВЫШЕ
ГАЛАНТНОСТЬ	ОБХОДИТЕЛЬНОСТЬ	ВЫШЕ
ЛЮБЕЗНОСТЬ (ОБХОДИТЕЛЬНОСТЬ)	ОБХОДИТЕЛЬНОЕ ОТНОШЕНИЕ	ВЫШЕ
ЛЮБЕЗНОСТЬ (ОБХОДИТЕЛЬНОСТЬ)	ОБХОДИТЕЛЬНОСТЬ	ВЫШЕ
ЛЮБЕЗНОСТЬ (ОБХОДИТЕЛЬНОСТЬ)	ОБХОДИТЕЛЬНОСТЬ	ВЫШЕ
ПРИВЕТЛИВОСТЬ	ОБХОДИТЕЛЬНОЕ ОТНОШЕНИЕ	ВЫШЕ
ПРИВЕТЛИВОСТЬ	ОБХОДИТЕЛЬНОСТЬ	ВЫШЕ
ПРИВЕТЛИВОСТЬ	ОБХОДИТЕЛЬНОСТЬ	ВЫШЕ
РАДУШНОСТЬ	ОБХОДИТЕЛЬНОЕ ОТНОШЕНИЕ	ВЫШЕ
РАДУШНОСТЬ	ОБХОДИТЕЛЬНОСТЬ	ВЫШЕ
РАДУШНОСТЬ	ОБХОДИТЕЛЬНОСТЬ	ВЫШЕ
ВЕЖЛИВОСТЬ	ПРИЛИЧНОСТЬ, СООТВЕТСТВУЮЩИЙ ПРИЛИЧИЯМ	ВЫШЕ
ВЕЖЛИВОСТЬ	ДЕЛИКАТНОСТЬ, ТАКТИЧНОСТЬ	НИЖЕ
ВЕЖЛИВОСТЬ	КОРРЕКТНОСТЬ (ВЕЖЛИВОСТЬ, ТАКТИЧНОСТЬ, УЧТИВОСТЬ)	НИЖЕ
ВЕЖЛИВОСТЬ	ОБХОДИТЕЛЬНОСТЬ	НИЖЕ
ВЕЖЛИВОСТЬ	УЧТИВОСТЬ	НИЖЕ
ВЕЖЛИВОСТЬ	НЕВЕЖЛИВОСТЬ, НЕУЧТИВОСТЬ	АССОЦ
ВЕЖЛИВОСТЬ	МЕЖЛИЧНОСТНЫЕ ОТНОШЕНИЯ	АССОЦ1
ПРИЛИЧНОСТЬ, СООТВЕТСТВУЮЩИЙ ПРИЛИЧИЯМ	ВЕЖЛИВОСТЬ	НИЖЕ
ДЕЛИКАТНОСТЬ, ТАКТИЧНОСТЬ	ВЕЖЛИВОСТЬ	ВЫШЕ
КОРРЕКТНОСТЬ (ВЕЖЛИВОСТЬ, ТАКТИЧНОСТЬ, УЧТИВОСТЬ)	ВЕЖЛИВОСТЬ	ВЫШЕ
ОБХОДИТЕЛЬНОСТЬ	ВЕЖЛИВОСТЬ	ВЫШЕ
УЧТИВОСТЬ	ВЕЖЛИВОСТЬ	ВЫШЕ
НЕВЕЖЛИВОСТЬ, НЕУЧТИВОСТЬ	ВЕЖЛИВОСТЬ	АССОЦ 
МЕЖЛИЧНОСТНЫЕ ОТНОШЕНИЯ	ВЕЖЛИВОСТЬ	АССОЦ2
НЕВЫГОДНОСТЬ	НЕЦЕЛЕСООБРАЗНОСТЬ	ВЫШЕ
НЕВЫГОДНОСТЬ	ВЫГОДА, ПОЛЬЗА	АССОЦ1
НЕЦЕЛЕСООБРАЗНОСТЬ	НЕВЫГОДНОСТЬ	НИЖЕ
ВЫГОДА, ПОЛЬЗА	НЕВЫГОДНОСТЬ	АССОЦ2
НЕОПРАВДАННОСТЬ	НЕНУЖНОСТЬ (НЕ ТРЕБУЮЩИЙСЯ)	ВЫШЕ
НЕОПРАВДАННОСТЬ	НЕНУЖНОСТЬ (НЕ ТРЕБУЮЩИЙСЯ)	ВЫШЕ
НЕРАЦИОНАЛЬНОСТЬ	НЕНУЖНОСТЬ (НЕ ТРЕБУЮЩИЙСЯ)	ВЫШЕ
НЕРАЦИОНАЛЬНОСТЬ	НЕНУЖНОСТЬ (НЕ ТРЕБУЮЩИЙСЯ)	ВЫШЕ
НЕЦЕЛЕСООБРАЗНОСТЬ	НЕНУЖНОСТЬ (НЕ ТРЕБУЮЩИЙСЯ)	ВЫШЕ
НЕЦЕЛЕСООБРАЗНОСТЬ	НЕНУЖНОСТЬ (НЕ ТРЕБУЮЩИЙСЯ)	ВЫШЕ
НЕОПРАВДАННОСТЬ	НЕБЛАГОДАРНОСТЬ (НЕ ОПРАВДЫВ. ЗАТРАЧ. УСИЛИЙ)	НИЖЕ
НЕОПРАВДАННОСТЬ	НЕБЛАГОДАРНОСТЬ (НЕ ОПРАВДЫВ. ЗАТРАЧ. УСИЛИЙ)	НИЖЕ
НЕРАЦИОНАЛЬНОСТЬ	НЕБЛАГОДАРНОСТЬ (НЕ ОПРАВДЫВ. ЗАТРАЧ. УСИЛИЙ)	НИЖЕ
НЕРАЦИОНАЛЬНОСТЬ	НЕБЛАГОДАРНОСТЬ (НЕ ОПРАВДЫВ. ЗАТРАЧ. УСИЛИЙ)	НИЖЕ
НЕЦЕЛЕСООБРАЗНОСТЬ	НЕБЛАГОДАРНОСТЬ (НЕ ОПРАВДЫВ. ЗАТРАЧ. УСИЛИЙ)	НИЖЕ
НЕЦЕЛЕСООБРАЗНОСТЬ	НЕБЛАГОДАРНОСТЬ (НЕ ОПРАВДЫВ. ЗАТРАЧ. УСИЛИЙ)	НИЖЕ
НЕОПРАВДАННОСТЬ	НЕВЫГОДНОСТЬ, БЕЗ ВЫГОДЫ	НИЖЕ
НЕОПРАВДАННОСТЬ	НЕВЫГОДНОСТЬ, БЕЗ ВЫГОДЫ	НИЖЕ
НЕРАЦИОНАЛЬНОСТЬ	НЕВЫГОДНОСТЬ, БЕЗ ВЫГОДЫ	НИЖЕ
НЕРАЦИОНАЛЬНОСТЬ	НЕВЫГОДНОСТЬ, БЕЗ ВЫГОДЫ	НИЖЕ
НЕЦЕЛЕСООБРАЗНОСТЬ	НЕВЫГОДНОСТЬ, БЕЗ ВЫГОДЫ	НИЖЕ
НЕЦЕЛЕСООБРАЗНОСТЬ	НЕВЫГОДНОСТЬ, БЕЗ ВЫГОДЫ	НИЖЕ
НЕОПРАВДАННОСТЬ	ЦЕЛЕСООБРАЗНОСТЬ	АССОЦ
НЕОПРАВДАННОСТЬ	ЦЕЛЕСООБРАЗНОСТЬ	АССОЦ
НЕРАЦИОНАЛЬНОСТЬ	ЦЕЛЕСООБРАЗНОСТЬ	АССОЦ
НЕРАЦИОНАЛЬНОСТЬ	ЦЕЛЕСООБРАЗНОСТЬ	АССОЦ
НЕЦЕЛЕСООБРАЗНОСТЬ	ЦЕЛЕСООБРАЗНОСТЬ	АССОЦ
НЕЦЕЛЕСООБРАЗНОСТЬ	ЦЕЛЕСООБРАЗНОСТЬ	АССОЦ
НЕНУЖНОСТЬ (НЕ ТРЕБУЮЩИЙСЯ)	НЕОПРАВДАННОСТЬ	НИЖЕ
НЕНУЖНОСТЬ (НЕ ТРЕБУЮЩИЙСЯ)	НЕОПРАВДАННОСТЬ	НИЖЕ
НЕНУЖНОСТЬ (НЕ ТРЕБУЮЩИЙСЯ)	НЕРАЦИОНАЛЬНОСТЬ	НИЖЕ
НЕНУЖНОСТЬ (НЕ ТРЕБУЮЩИЙСЯ)	НЕРАЦИОНАЛЬНОСТЬ	НИЖЕ
НЕНУЖНОСТЬ (НЕ ТРЕБУЮЩИЙСЯ)	НЕЦЕЛЕСООБРАЗНОСТЬ	НИЖЕ
НЕНУЖНОСТЬ (НЕ ТРЕБУЮЩИЙСЯ)	НЕЦЕЛЕСООБРАЗНОСТЬ	НИЖЕ
НЕБЛАГОДАРНОСТЬ (НЕ ОПРАВДЫВ. ЗАТРАЧ. УСИЛИЙ)	НЕОПРАВДАННОСТЬ	ВЫШЕ
НЕБЛАГОДАРНОСТЬ (НЕ ОПРАВДЫВ. ЗАТРАЧ. УСИЛИЙ)	НЕОПРАВДАННОСТЬ	ВЫШЕ
НЕБЛАГОДАРНОСТЬ (НЕ ОПРАВДЫВ. ЗАТРАЧ. УСИЛИЙ)	НЕРАЦИОНАЛЬНОСТЬ	ВЫШЕ
НЕБЛАГОДАРНОСТЬ (НЕ ОПРАВДЫВ. ЗАТРАЧ. УСИЛИЙ)	НЕРАЦИОНАЛЬНОСТЬ	ВЫШЕ
НЕБЛАГОДАРНОСТЬ (НЕ ОПРАВДЫВ. ЗАТРАЧ. УСИЛИЙ)	НЕЦЕЛЕСООБРАЗНОСТЬ	ВЫШЕ
НЕБЛАГОДАРНОСТЬ (НЕ ОПРАВДЫВ. ЗАТРАЧ. УСИЛИЙ)	НЕЦЕЛЕСООБРАЗНОСТЬ	ВЫШЕ
НЕВЫГОДНОСТЬ, БЕЗ ВЫГОДЫ	НЕОПРАВДАННОСТЬ	ВЫШЕ
НЕВЫГОДНОСТЬ, БЕЗ ВЫГОДЫ	НЕОПРАВДАННОСТЬ	ВЫШЕ
НЕВЫГОДНОСТЬ, БЕЗ ВЫГОДЫ	НЕРАЦИОНАЛЬНОСТЬ	ВЫШЕ
НЕВЫГОДНОСТЬ, БЕЗ ВЫГОДЫ	НЕРАЦИОНАЛЬНОСТЬ	ВЫШЕ
НЕВЫГОДНОСТЬ, БЕЗ ВЫГОДЫ	НЕЦЕЛЕСООБРАЗНОСТЬ	ВЫШЕ
НЕВЫГОДНОСТЬ, БЕЗ ВЫГОДЫ	НЕЦЕЛЕСООБРАЗНОСТЬ	ВЫШЕ
ЦЕЛЕСООБРАЗНОСТЬ	НЕОПРАВДАННОСТЬ	АССОЦ 
ЦЕЛЕСООБРАЗНОСТЬ	НЕОПРАВДАННОСТЬ	АССОЦ 
ЦЕЛЕСООБРАЗНОСТЬ	НЕРАЦИОНАЛЬНОСТЬ	АССОЦ 
ЦЕЛЕСООБРАЗНОСТЬ	НЕРАЦИОНАЛЬНОСТЬ	АССОЦ 
ЦЕЛЕСООБРАЗНОСТЬ	НЕЦЕЛЕСООБРАЗНОСТЬ	АССОЦ 
ЦЕЛЕСООБРАЗНОСТЬ	НЕЦЕЛЕСООБРАЗНОСТЬ	АССОЦ 
НЕВОСТРЕБОВАННОСТЬ	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ	ВЫШЕ
НЕВОСТРЕБОВАННОСТЬ	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ	ВЫШЕ
НЕНАДОБНОСТЬ	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ	ВЫШЕ
НЕНУЖНОСТЬ	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ	ВЫШЕ
НЕНУЖНОСТЬ	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ	ВЫШЕ
НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ	ВЫШЕ
НЕВОСТРЕБОВАННОСТЬ	ОТРИЦАТЕЛЬНАЯ ОЦЕНКА	ВЫШЕ
НЕВОСТРЕБОВАННОСТЬ	ОТРИЦАТЕЛЬНАЯ ОЦЕНКА	ВЫШЕ
НЕНАДОБНОСТЬ	ОТРИЦАТЕЛЬНАЯ ОЦЕНКА	ВЫШЕ
НЕНУЖНОСТЬ	ОТРИЦАТЕЛЬНАЯ ОЦЕНКА	ВЫШЕ
НЕНУЖНОСТЬ	ОТРИЦАТЕЛЬНАЯ ОЦЕНКА	ВЫШЕ
НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	ОТРИЦАТЕЛЬНАЯ ОЦЕНКА	ВЫШЕ
НЕВОСТРЕБОВАННОСТЬ	БЕСПОЛЕЗНОСТЬ	НИЖЕ
НЕВОСТРЕБОВАННОСТЬ	БЕСПОЛЕЗНОСТЬ	НИЖЕ
НЕНАДОБНОСТЬ	БЕСПОЛЕЗНОСТЬ	НИЖЕ
НЕНУЖНОСТЬ	БЕСПОЛЕЗНОСТЬ	НИЖЕ
НЕНУЖНОСТЬ	БЕСПОЛЕЗНОСТЬ	НИЖЕ
НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	БЕСПОЛЕЗНОСТЬ	НИЖЕ
НЕВОСТРЕБОВАННОСТЬ	НАПРАСНОСТЬ (НЕНУЖНОСТЬ, НЕОСНОВАТЕЛЬНОСТЬ)	НИЖЕ
НЕВОСТРЕБОВАННОСТЬ	НАПРАСНОСТЬ (НЕНУЖНОСТЬ, НЕОСНОВАТЕЛЬНОСТЬ)	НИЖЕ
НЕНАДОБНОСТЬ	НАПРАСНОСТЬ (НЕНУЖНОСТЬ, НЕОСНОВАТЕЛЬНОСТЬ)	НИЖЕ
НЕНУЖНОСТЬ	НАПРАСНОСТЬ (НЕНУЖНОСТЬ, НЕОСНОВАТЕЛЬНОСТЬ)	НИЖЕ
НЕНУЖНОСТЬ	НАПРАСНОСТЬ (НЕНУЖНОСТЬ, НЕОСНОВАТЕЛЬНОСТЬ)	НИЖЕ
НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	НАПРАСНОСТЬ (НЕНУЖНОСТЬ, НЕОСНОВАТЕЛЬНОСТЬ)	НИЖЕ
НЕВОСТРЕБОВАННОСТЬ	НЕЖЕЛАТЕЛЬНОСТЬ (НЕНУЖНОСТЬ)	НИЖЕ
НЕВОСТРЕБОВАННОСТЬ	НЕЖЕЛАТЕЛЬНОСТЬ (НЕНУЖНОСТЬ)	НИЖЕ
НЕНАДОБНОСТЬ	НЕЖЕЛАТЕЛЬНОСТЬ (НЕНУЖНОСТЬ)	НИЖЕ
НЕНУЖНОСТЬ	НЕЖЕЛАТЕЛЬНОСТЬ (НЕНУЖНОСТЬ)	НИЖЕ
НЕНУЖНОСТЬ	НЕЖЕЛАТЕЛЬНОСТЬ (НЕНУЖНОСТЬ)	НИЖЕ
НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	НЕЖЕЛАТЕЛЬНОСТЬ (НЕНУЖНОСТЬ)	НИЖЕ
НЕВОСТРЕБОВАННОСТЬ	НЕЦЕЛЕСООБРАЗНОСТЬ	НИЖЕ
НЕВОСТРЕБОВАННОСТЬ	НЕЦЕЛЕСООБРАЗНОСТЬ	НИЖЕ
НЕНАДОБНОСТЬ	НЕЦЕЛЕСООБРАЗНОСТЬ	НИЖЕ
НЕНУЖНОСТЬ	НЕЦЕЛЕСООБРАЗНОСТЬ	НИЖЕ
НЕНУЖНОСТЬ	НЕЦЕЛЕСООБРАЗНОСТЬ	НИЖЕ
НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	НЕЦЕЛЕСООБРАЗНОСТЬ	НИЖЕ
НЕВОСТРЕБОВАННОСТЬ	НУЖНОСТЬ (ТРЕБУЮЩИЙСЯ)	АССОЦ
НЕВОСТРЕБОВАННОСТЬ	НУЖНОСТЬ (ТРЕБУЮЩИЙСЯ)	АССОЦ
НЕНАДОБНОСТЬ	НУЖНОСТЬ (ТРЕБУЮЩИЙСЯ)	АССОЦ
НЕНУЖНОСТЬ	НУЖНОСТЬ (ТРЕБУЮЩИЙСЯ)	АССОЦ
НЕНУЖНОСТЬ	НУЖНОСТЬ (ТРЕБУЮЩИЙСЯ)	АССОЦ
НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	НУЖНОСТЬ (ТРЕБУЮЩИЙСЯ)	АССОЦ
НЕВОСТРЕБОВАННОСТЬ	ПОТРЕБНОСТЬ, НАДОБНОСТЬ, НУЖДА	АССОЦ1
НЕВОСТРЕБОВАННОСТЬ	ПОТРЕБНОСТЬ, НАДОБНОСТЬ, НУЖДА	АССОЦ1
НЕНАДОБНОСТЬ	ПОТРЕБНОСТЬ, НАДОБНОСТЬ, НУЖДА	АССОЦ1
НЕНУЖНОСТЬ	ПОТРЕБНОСТЬ, НАДОБНОСТЬ, НУЖДА	АССОЦ1
НЕНУЖНОСТЬ	ПОТРЕБНОСТЬ, НАДОБНОСТЬ, НУЖДА	АССОЦ1
НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	ПОТРЕБНОСТЬ, НАДОБНОСТЬ, НУЖДА	АССОЦ1
НЕВОСТРЕБОВАННОСТЬ	ОТСЕЧЬ НЕНУЖНОЕ	АССОЦ2
НЕВОСТРЕБОВАННОСТЬ	ОТСЕЧЬ НЕНУЖНОЕ	АССОЦ2
НЕНАДОБНОСТЬ	ОТСЕЧЬ НЕНУЖНОЕ	АССОЦ2
НЕНУЖНОСТЬ	ОТСЕЧЬ НЕНУЖНОЕ	АССОЦ2
НЕНУЖНОСТЬ	ОТСЕЧЬ НЕНУЖНОЕ	АССОЦ2
НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	ОТСЕЧЬ НЕНУЖНОЕ	АССОЦ2
ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ	НЕВОСТРЕБОВАННОСТЬ	НИЖЕ
ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ	НЕВОСТРЕБОВАННОСТЬ	НИЖЕ
ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ	НЕНАДОБНОСТЬ	НИЖЕ
ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ	НЕНУЖНОСТЬ	НИЖЕ
ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ	НЕНУЖНОСТЬ	НИЖЕ
ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ	НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	НИЖЕ
ОТРИЦАТЕЛЬНАЯ ОЦЕНКА	НЕВОСТРЕБОВАННОСТЬ	НИЖЕ
ОТРИЦАТЕЛЬНАЯ ОЦЕНКА	НЕВОСТРЕБОВАННОСТЬ	НИЖЕ
ОТРИЦАТЕЛЬНАЯ ОЦЕНКА	НЕНАДОБНОСТЬ	НИЖЕ
ОТРИЦАТЕЛЬНАЯ ОЦЕНКА	НЕНУЖНОСТЬ	НИЖЕ
ОТРИЦАТЕЛЬНАЯ ОЦЕНКА	НЕНУЖНОСТЬ	НИЖЕ
ОТРИЦАТЕЛЬНАЯ ОЦЕНКА	НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	НИЖЕ
БЕСПОЛЕЗНОСТЬ	НЕВОСТРЕБОВАННОСТЬ	ВЫШЕ
БЕСПОЛЕЗНОСТЬ	НЕВОСТРЕБОВАННОСТЬ	ВЫШЕ
БЕСПОЛЕЗНОСТЬ	НЕНАДОБНОСТЬ	ВЫШЕ
БЕСПОЛЕЗНОСТЬ	НЕНУЖНОСТЬ	ВЫШЕ
БЕСПОЛЕЗНОСТЬ	НЕНУЖНОСТЬ	ВЫШЕ
БЕСПОЛЕЗНОСТЬ	НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	ВЫШЕ
НАПРАСНОСТЬ (НЕНУЖНОСТЬ, НЕОСНОВАТЕЛЬНОСТЬ)	НЕВОСТРЕБОВАННОСТЬ	ВЫШЕ
НАПРАСНОСТЬ (НЕНУЖНОСТЬ, НЕОСНОВАТЕЛЬНОСТЬ)	НЕВОСТРЕБОВАННОСТЬ	ВЫШЕ
НАПРАСНОСТЬ (НЕНУЖНОСТЬ, НЕОСНОВАТЕЛЬНОСТЬ)	НЕНАДОБНОСТЬ	ВЫШЕ
НАПРАСНОСТЬ (НЕНУЖНОСТЬ, НЕОСНОВАТЕЛЬНОСТЬ)	НЕНУЖНОСТЬ	ВЫШЕ
НАПРАСНОСТЬ (НЕНУЖНОСТЬ, НЕОСНОВАТЕЛЬНОСТЬ)	НЕНУЖНОСТЬ	ВЫШЕ
НАПРАСНОСТЬ (НЕНУЖНОСТЬ, НЕОСНОВАТЕЛЬНОСТЬ)	НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	ВЫШЕ
НЕЖЕЛАТЕЛЬНОСТЬ (НЕНУЖНОСТЬ)	НЕВОСТРЕБОВАННОСТЬ	ВЫШЕ
НЕЖЕЛАТЕЛЬНОСТЬ (НЕНУЖНОСТЬ)	НЕВОСТРЕБОВАННОСТЬ	ВЫШЕ
НЕЖЕЛАТЕЛЬНОСТЬ (НЕНУЖНОСТЬ)	НЕНАДОБНОСТЬ	ВЫШЕ
НЕЖЕЛАТЕЛЬНОСТЬ (НЕНУЖНОСТЬ)	НЕНУЖНОСТЬ	ВЫШЕ
НЕЖЕЛАТЕЛЬНОСТЬ (НЕНУЖНОСТЬ)	НЕНУЖНОСТЬ	ВЫШЕ
НЕЖЕЛАТЕЛЬНОСТЬ (НЕНУЖНОСТЬ)	НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	ВЫШЕ
НЕЦЕЛЕСООБРАЗНОСТЬ	НЕВОСТРЕБОВАННОСТЬ	ВЫШЕ
НЕЦЕЛЕСООБРАЗНОСТЬ	НЕВОСТРЕБОВАННОСТЬ	ВЫШЕ
НЕЦЕЛЕСООБРАЗНОСТЬ	НЕНАДОБНОСТЬ	ВЫШЕ
НЕЦЕЛЕСООБРАЗНОСТЬ	НЕНУЖНОСТЬ	ВЫШЕ
НЕЦЕЛЕСООБРАЗНОСТЬ	НЕНУЖНОСТЬ	ВЫШЕ
НЕЦЕЛЕСООБРАЗНОСТЬ	НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	ВЫШЕ
НУЖНОСТЬ (ТРЕБУЮЩИЙСЯ)	НЕВОСТРЕБОВАННОСТЬ	АССОЦ 
НУЖНОСТЬ (ТРЕБУЮЩИЙСЯ)	НЕВОСТРЕБОВАННОСТЬ	АССОЦ 
НУЖНОСТЬ (ТРЕБУЮЩИЙСЯ)	НЕНАДОБНОСТЬ	АССОЦ 
НУЖНОСТЬ (ТРЕБУЮЩИЙСЯ)	НЕНУЖНОСТЬ	АССОЦ 
НУЖНОСТЬ (ТРЕБУЮЩИЙСЯ)	НЕНУЖНОСТЬ	АССОЦ 
НУЖНОСТЬ (ТРЕБУЮЩИЙСЯ)	НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	АССОЦ 
ПОТРЕБНОСТЬ, НАДОБНОСТЬ, НУЖДА	НЕВОСТРЕБОВАННОСТЬ	АССОЦ2
ПОТРЕБНОСТЬ, НАДОБНОСТЬ, НУЖДА	НЕВОСТРЕБОВАННОСТЬ	АССОЦ2
ПОТРЕБНОСТЬ, НАДОБНОСТЬ, НУЖДА	НЕНАДОБНОСТЬ	АССОЦ2
ПОТРЕБНОСТЬ, НАДОБНОСТЬ, НУЖДА	НЕНУЖНОСТЬ	АССОЦ2
ПОТРЕБНОСТЬ, НАДОБНОСТЬ, НУЖДА	НЕНУЖНОСТЬ	АССОЦ2
ПОТРЕБНОСТЬ, НАДОБНОСТЬ, НУЖДА	НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	АССОЦ2
ОТСЕЧЬ НЕНУЖНОЕ	НЕВОСТРЕБОВАННОСТЬ	АССОЦ1
ОТСЕЧЬ НЕНУЖНОЕ	НЕВОСТРЕБОВАННОСТЬ	АССОЦ1
ОТСЕЧЬ НЕНУЖНОЕ	НЕНАДОБНОСТЬ	АССОЦ1
ОТСЕЧЬ НЕНУЖНОЕ	НЕНУЖНОСТЬ	АССОЦ1
ОТСЕЧЬ НЕНУЖНОЕ	НЕНУЖНОСТЬ	АССОЦ1
ОТСЕЧЬ НЕНУЖНОЕ	НУЖЕН КАК ПРОШЛОГОДНИЙ СНЕГ	АССОЦ1
ВЫГОДА	ПОЛЬЗА (ХОРОШИЕ ПОСЛЕДСТВИЯ)	ВЫШЕ
ЗАИНТЕРЕСОВАННОСТЬ	ПОЛЬЗА (ХОРОШИЕ ПОСЛЕДСТВИЯ)	ВЫШЕ
ЗАИНТЕРЕСОВАННОСТЬ	ПОЛЬЗА (ХОРОШИЕ ПОСЛЕДСТВИЯ)	ВЫШЕ
ИНТЕРЕС	ПОЛЬЗА (ХОРОШИЕ ПОСЛЕДСТВИЯ)	ВЫШЕ
КРОВНО ЗАИНТЕРЕСОВАННОСТЬ	ПОЛЬЗА (ХОРОШИЕ ПОСЛЕДСТВИЯ)	ВЫШЕ
ПОЛЬЗА	ПОЛЬЗА (ХОРОШИЕ ПОСЛЕДСТВИЯ)	ВЫШЕ
ПРАКТИЧЕСКИЙ ИНТЕРЕС	ПОЛЬЗА (ХОРОШИЕ ПОСЛЕДСТВИЯ)	ВЫШЕ
ПРОК	ПОЛЬЗА (ХОРОШИЕ ПОСЛЕДСТВИЯ)	ВЫШЕ
ТОЛК	ПОЛЬЗА (ХОРОШИЕ ПОСЛЕДСТВИЯ)	ВЫШЕ
ВЫГОДА	КОРЫСТЬ (ВЫГОДА)	НИЖЕ
ЗАИНТЕРЕСОВАННОСТЬ	КОРЫСТЬ (ВЫГОДА)	НИЖЕ
ЗАИНТЕРЕСОВАННОСТЬ	КОРЫСТЬ (ВЫГОДА)	НИЖЕ
ИНТЕРЕС	КОРЫСТЬ (ВЫГОДА)	НИЖЕ
КРОВНО ЗАИНТЕРЕСОВАННОСТЬ	КОРЫСТЬ (ВЫГОДА)	НИЖЕ
ПОЛЬЗА	КОРЫСТЬ (ВЫГОДА)	НИЖЕ
ПРАКТИЧЕСКИЙ ИНТЕРЕС	КОРЫСТЬ (ВЫГОДА)	НИЖЕ
